Time_(hours),Parent_Population,Daughter_Population,Granddaughter_Population
1314.,505.5005,13704.0674,985790.6250
1315.,502.5889,13650.5459,985846.9375
1316.,499.6944,13597.2324,985902.9375
1317.,496.8163,13544.1182,985959.0000
1318.,493.9547,13491.2109,986014.8125
1319.,491.1099,13438.4980,986070.3750
1320.,488.2812,13385.9863,986125.6250
1321.,485.4689,13333.6836,986180.6875
1322.,482.6729,13281.5713,986235.7500
1323.,479.8928,13229.6631,986290.3125
1324.,477.1290,13177.9482,986345.1250
1325.,474.3809,13126.4287,986399.1875
1326.,471.6485,13075.1133,986453.5000
1327.,468.9322,13023.9854,986507.0625
1328.,466.2312,12973.0605,986560.8750
1329.,463.5459,12922.3223,986614.1875
1330.,460.8762,12871.7773,986667.2500
1331.,458.2216,12821.4326,986720.5625
1332.,455.5826,12771.2725,986773.1875
1333.,452.9586,12721.3105,986825.7500
1334.,450.3496,12671.5342,986878.3125
1335.,447.7560,12621.9531,986930.3750
1336.,445.1770,12572.5537,986982.4375
1337.,442.6129,12523.3438,987034.0625
1338.,440.0638,12474.3301,987085.3750
1339.,437.5291,12425.4941,987136.9375
1340.,435.0092,12376.8525,987188.0625
1341.,432.5037,12328.3896,987239.1250
1342.,430.0126,12280.1123,987290.0000
1343.,427.5360,12232.0254,987340.5625
1344.,425.0735,12184.1172,987390.8750
1345.,422.6252,12136.3975,987441.0000
1346.,420.1912,12088.8535,987491.1250
1347.,417.7710,12041.4912,987540.9375
1348.,415.3649,11994.3164,987590.3125
1349.,412.9725,11947.3164,987639.6250
1350.,410.5939,11900.5029,987688.7500
1351.,408.2292,11853.8613,987737.8750
1352.,405.8779,11807.3984,987786.9375
1353.,403.5401,11761.1191,987835.3125
1354.,401.2160,11715.0107,987883.6875
1355.,398.9051,11669.0859,987932.2500
1356.,396.6077,11623.3291,987980.1250
1357.,394.3233,11577.7559,988027.7500
1358.,392.0522,11532.3496,988075.8750
1359.,389.7942,11487.1172,988123.2500
1360.,387.5491,11442.0645,988170.5625
1361.,385.3169,11397.1777,988217.6875
1362.,383.0977,11352.4707,988264.5625
1363.,380.8912,11307.9277,988311.1875
1364.,378.6975,11263.5547,988357.5625
1365.,376.5163,11219.3584,988404.1875
1366.,374.3477,11175.3271,988450.5625
1367.,372.1917,11131.4688,988496.4375
1368.,370.0480,11087.7725,988542.0625
1369.,367.9166,11044.2451,988587.9375
1370.,365.7977,11000.8896,988633.3125
1371.,363.6907,10957.6943,988679.0000
1372.,361.5962,10914.6709,988723.8750
1373.,359.5135,10871.8076,988768.5000
1374.,357.4427,10829.1143,988813.3750
1375.,355.3841,10786.5781,988857.7500
1376.,353.3372,10744.2070,988902.6875
1377.,351.3021,10702.0039,988946.8125
1378.,349.2788,10659.9561,988990.9375
1379.,347.2671,10618.0752,989034.5625
1380.,345.2671,10576.3496,989078.5000
1381.,343.2784,10534.7861,989121.6250
1382.,341.3012,10493.3867,989165.5625
1383.,339.3356,10452.1406,989208.6875
1384.,337.3811,10411.0586,989251.5625
1385.,335.4380,10370.1289,989294.5000
1386.,333.5060,10329.3574,989337.1250
1387.,331.5850,10288.7480,989379.8125
1388.,329.6752,10248.2891,989421.9375
1389.,327.7763,10207.9912,989464.1250
1390.,325.8887,10167.8418,989506.5000
1391.,324.0117,10127.8535,989547.9375
1392.,322.1455,10088.0137,989589.8750
1393.,320.2900,10048.3271,989631.5000
1394.,318.4452,10008.7988,989672.6875
1395.,316.6114,9969.4170,989714.0625
1396.,314.7877,9930.1914,989754.7500
1397.,312.9746,9891.1123,989795.9375
1398.,311.1720,9852.1836,989836.6250
1399.,309.3797,9813.4111,989877.2500
1400.,307.5981,9774.7803,989917.6875
1401.,305.8264,9736.3047,989957.8750
1402.,304.0649,9697.9727,989997.8125
1403.,302.3135,9659.7881,990037.9375
1404.,300.5723,9621.7568,990077.6250
1405.,298.8411,9583.8652,990117.3125
1406.,297.1201,9546.1250,990156.7500
1407.,295.4088,9508.5264,990196.1875
1408.,293.7073,9471.0771,990235.3750
1409.,292.0156,9433.7676,990274.3125
1410.,290.3337,9396.6016,990313.0000
1411.,288.6617,9359.5820,990351.6875
1412.,286.9991,9322.7031,990390.3750
1413.,285.3460,9285.9707,990428.5625
1414.,283.7025,9249.3750,990466.7500
1415.,282.0685,9212.9199,990504.9375
1416.,280.4441,9176.6113,990542.8750
1417.,278.8288,9140.4375,990580.8125
1418.,277.2228,9104.4092,990618.5000
1419.,275.6260,9068.5137,990655.6875
1420.,274.0385,9032.7568,990693.3750
1421.,272.4601,8997.1455,990730.3750
1422.,270.8911,8961.6641,990767.5625
1423.,269.3308,8926.3252,990804.2500
1424.,267.7795,8891.1182,990841.1875
1425.,266.2372,8856.0469,990877.6875
1426.,264.7037,8821.1172,990914.1250
1427.,263.1794,8786.3154,990950.3125
1428.,261.6635,8751.6553,990986.7500
1429.,260.1564,8717.1230,991023.0000
1430.,258.6579,8682.7305,991058.6875
1431.,257.1682,8648.4639,991094.4375
1432.,255.6872,8614.3311,991130.1250
1433.,254.2144,8580.3350,991165.5625
1434.,252.7502,8546.4668,991200.8125
1435.,251.2945,8512.7324,991235.7500
1436.,249.8471,8479.1250,991271.2500
1437.,248.4080,8445.6484,991305.9375
1438.,246.9775,8412.3037,991340.6875
1439.,245.5550,8379.0840,991375.3750
1440.,244.1406,8345.9990,991409.8750
1441.,242.7344,8313.0381,991444.3125
1442.,241.3363,8280.2031,991478.5625
1443.,239.9465,8247.5000,991512.5000
1444.,238.5645,8214.9180,991546.5000
1445.,237.1904,8182.4683,991580.2500
1446.,235.8243,8150.1396,991613.9375
1447.,234.4660,8117.9409,991647.6875
1448.,233.1157,8085.8618,991680.9375
1449.,231.7730,8053.9072,991714.3750
1450.,230.4381,8022.0811,991747.3750
1451.,229.1108,7990.3735,991780.6250
1452.,227.7912,7958.7935,991813.5625
1453.,226.4792,7927.3325,991846.3125
1454.,225.1749,7895.9917,991878.8125
1455.,223.8780,7864.7778,991911.3125
1456.,222.5885,7833.6816,991943.7500
1457.,221.3064,7802.7085,991976.0000
1458.,220.0318,7771.8530,992008.0000
1459.,218.7646,7741.1157,992040.0000
1460.,217.5046,7710.5029,992072.2500
1461.,216.2518,7680.0034,992103.7500
1462.,215.0063,7649.6274,992135.2500
1463.,213.7679,7619.3662,992167.0000
1464.,212.5368,7589.2241,992198.1875
1465.,211.3127,7559.1963,992229.4375
1466.,210.0956,7529.2852,992260.6875
1467.,208.8855,7499.4946,992291.6875
1468.,207.6824,7469.8159,992322.1875
1469.,206.4862,7440.2559,992353.1875
1470.,205.2971,7410.8062,992383.6875
1471.,204.1146,7381.4717,992414.4375
1472.,202.9389,7352.2549,992444.7500
1473.,201.7701,7323.1479,992475.0000
1474.,200.6079,7294.1587,992505.5000
1475.,199.4527,7265.2759,992535.5000
1476.,198.3038,7236.5063,992565.2500
1477.,197.1617,7207.8535,992595.0000
1478.,196.0261,7179.3081,992624.5000
1479.,194.8970,7150.8774,992654.5000
1480.,193.7746,7122.5522,992683.5625
1481.,192.6585,7094.3384,992713.0625
1482.,191.5489,7066.2378,992742.0625
1483.,190.4456,7038.2437,992771.3125
1484.,189.3487,7010.3613,992800.3125
1485.,188.2581,6982.5845,992829.3750
1486.,187.1739,6954.9175,992857.8750
1487.,186.0959,6927.3560,992886.6250
1488.,185.0240,6899.9014,992914.9375
1489.,183.9583,6872.5581,992943.4375
1490.,182.8987,6845.3174,992971.9375
1491.,181.8455,6818.1846,993000.0000
1492.,180.7981,6791.1562,993027.7500
1493.,179.7567,6764.2324,993056.0000
1494.,178.7214,6737.4170,993083.8125
1495.,177.6920,6710.7021,993111.5625
1496.,176.6687,6684.0947,993139.3750
1497.,175.6511,6657.5874,993166.8750
1498.,174.6394,6631.1836,993194.3750
1499.,173.6335,6604.8867,993221.4375
1500.,172.6334,6578.6890,993248.6875
1501.,171.6391,6552.5957,993276.0000
1502.,170.6507,6526.6016,993302.7500
1503.,169.6678,6500.7124,993329.8125
1504.,168.6905,6474.9199,993356.0625
1505.,167.7189,6449.2285,993383.1250
1506.,166.7529,6423.6411,993409.6250
1507.,165.7926,6398.1484,993436.1875
1508.,164.8377,6372.7603,993462.5000
1509.,163.8883,6347.4673,993488.7500
1510.,162.9443,6322.2729,993514.8125
1511.,162.0058,6297.1802,993540.8125
1512.,161.0728,6272.1821,993566.8750
1513.,160.1451,6247.2847,993592.6875
1514.,159.2227,6222.4819,993618.1875
1515.,158.3056,6197.7754,993644.0000
1516.,157.3938,6173.1689,993669.5625
1517.,156.4872,6148.6548,993694.8750
1518.,155.5861,6124.2393,993720.1250
1519.,154.6899,6099.9170,993745.4375
1520.,153.7990,6075.6924,993770.5000
1521.,152.9131,6051.5586,993795.3125
1522.,152.0324,6027.5200,993820.5625
1523.,151.1568,6003.5781,993845.3750
1524.,150.2862,5979.7261,993869.9375
1525.,149.4206,5955.9717,993894.5000
1526.,148.5600,5932.3062,993919.0000
1527.,147.7043,5908.7334,993943.5625
1528.,146.8537,5885.2554,993967.8750
1529.,146.0079,5861.8662,993992.1875
1530.,145.1669,5838.5723,994016.0000
1531.,144.3308,5815.3657,994040.3125
1532.,143.4995,5792.2500,994064.3750
1533.,142.6729,5769.2275,994088.1875
1534.,141.8513,5746.2920,994111.6875
1535.,141.0343,5723.4497,994135.7500
1536.,140.2220,5700.6929,994159.0625
1537.,139.4143,5678.0293,994182.3750
1538.,138.6113,5655.4512,994206.1875
1539.,137.8131,5632.9604,994229.0000
1540.,137.0193,5610.5615,994252.3125
1541.,136.2301,5588.2471,994275.6250
1542.,135.4455,5566.0229,994298.4375
1543.,134.6653,5543.8828,994321.2500
1544.,133.8898,5521.8291,994344.3125
1545.,133.1187,5499.8647,994367.1250
1546.,132.3519,5477.9844,994389.6875
1547.,131.5896,5456.1914,994412.3125
1548.,130.8317,5434.4814,994434.8750
1549.,130.0781,5412.8564,994456.9375
1550.,129.3290,5391.3188,994479.5000
1551.,128.5841,5369.8633,994501.5625
1552.,127.8435,5348.4941,994523.6250
1553.,127.1072,5327.2061,994545.9375
1554.,126.3751,5306.0020,994567.7500
1555.,125.6473,5284.8823,994589.6250
1556.,124.9236,5263.8433,994611.1875
1557.,124.2041,5242.8901,994632.7500
1558.,123.4887,5222.0156,994654.5625
1559.,122.7774,5201.2261,994676.1250
1560.,122.0704,5180.5151,994697.5000
1561.,121.3673,5159.8857,994718.5625
1562.,120.6682,5139.3398,994739.8750
1563.,119.9732,5118.8716,994761.4375
1564.,119.2822,5098.4868,994782.0625
1565.,118.5952,5078.1787,994803.3750
1566.,117.9122,5057.9502,994824.4375
1567.,117.2330,5037.8042,994845.0000
1568.,116.5578,5017.7344,994865.6250
1569.,115.8865,4997.7461,994886.1875
1570.,115.2190,4977.8335,994906.7500
1571.,114.5555,4957.9990,994927.6250
1572.,113.8957,4938.2451,994947.9375
1573.,113.2396,4918.5659,994968.2500
1574.,112.5874,4898.9668,994988.3750
1575.,111.9389,4879.4424,995008.4375
1576.,111.2943,4859.9961,995028.5625
1577.,110.6533,4840.6245,995048.6250
1578.,110.0159,4821.3286,995068.6875
1579.,109.3823,4802.1113,995088.5625
1580.,108.7523,4782.9668,995108.3750
1581.,108.1259,4763.9004,995128.0000
1582.,107.5032,4744.9058,995147.8125
1583.,106.8840,4725.9858,995167.1875
1584.,106.2684,4707.1436,995186.5000
1585.,105.6563,4688.3721,995206.1250
1586.,105.0477,4669.6772,995225.4375
1587.,104.4428,4651.0527,995244.5625
1588.,103.8412,4632.5020,995263.6250
1589.,103.2431,4614.0264,995283.0000
1590.,102.6485,4595.6216,995301.8125
1591.,102.0572,4577.2910,995320.9375
1592.,101.4695,4559.0303,995339.5000
1593.,100.8851,4540.8433,995358.3750
1594.,100.3040,4522.7261,995377.0000
1595.,99.7263,4504.6797,995395.5625
1596.,99.1519,4486.7070,995414.1875
1597.,98.5808,4468.8027,995432.7500
1598.,98.0131,4450.9707,995451.1250
1599.,97.4486,4433.2065,995469.5000
1600.,96.8873,4415.5127,995487.5625
1601.,96.3292,4397.8901,995505.9375
1602.,95.7744,4380.3354,995524.0000
1603.,95.2228,4362.8516,995541.8750
1604.,94.6744,4345.4346,995559.7500
1605.,94.1291,4328.0864,995577.8125
1606.,93.5869,4310.8081,995595.4375
1607.,93.0479,4293.5962,995613.5625
1608.,92.5120,4276.4536,995631.1875
1609.,91.9792,4259.3770,995648.7500
1610.,91.4494,4242.3691,995666.1250
1611.,90.9227,4225.4268,995683.5000
1612.,90.3990,4208.5508,995701.3125
1613.,89.8783,4191.7432,995718.4375
1614.,89.3607,4175.0000,995735.8125
1615.,88.8460,4158.3247,995752.9375
1616.,88.3343,4141.7134,995769.8125
1617.,87.8255,4125.1675,995787.1250
1618.,87.3197,4108.6885,995804.0000
1619.,86.8168,4092.2720,995820.8750
1620.,86.3168,4075.9229,995837.7500
1621.,85.8196,4059.6362,995854.3750
1622.,85.3253,4043.4133,995871.1875
1623.,84.8338,4027.2571,995887.8125
1624.,84.3453,4011.1619,995904.4375
1625.,83.8595,3995.1323,995920.8125
1626.,83.3765,3979.1641,995937.6875
1627.,82.8963,3963.2593,995953.8125
1628.,82.4188,3947.4187,995970.1875
1629.,81.9441,3931.6384,995986.5625
1630.,81.4722,3915.9221,996002.3750
1631.,81.0029,3900.2664,996018.7500
1632.,80.5364,3884.6743,996034.8750
1633.,80.0725,3869.1414,996050.7500
1634.,79.6113,3853.6704,996066.8750
1635.,79.1528,3838.2617,996082.5000
1636.,78.6969,3822.9131,996098.3750
1637.,78.2437,3807.6257,996114.0000
1638.,77.7930,3792.3972,996129.8750
1639.,77.3449,3777.2290,996145.5000
1640.,76.8995,3762.1221,996160.8750
1641.,76.4566,3747.0737,996176.5000
1642.,76.0162,3732.0862,996191.8750
1643.,75.5784,3717.1560,996207.2500
1644.,75.1431,3702.2844,996222.6250
1645.,74.7103,3687.4739,996237.7500
1646.,74.2800,3672.7195,996253.1250
1647.,73.8522,3658.0254,996268.0000
1648.,73.4268,3643.3877,996283.1250
1649.,73.0039,3628.8098,996298.2500
1650.,72.5834,3614.2874,996313.1250
1651.,72.1654,3599.8228,996328.2500
1652.,71.7498,3585.4165,996342.8750
1653.,71.3365,3571.0659,996357.5000
1654.,70.9256,3556.7737,996372.4375
1655.,70.5171,3542.5361,996387.0625
1656.,70.1110,3528.3542,996401.6875
1657.,69.7072,3514.2310,996415.8125
1658.,69.3057,3500.1616,996430.6875
1659.,68.9065,3486.1494,996445.0625
1660.,68.5096,3472.1912,996459.1875
1661.,68.1150,3458.2876,996473.8125
1662.,67.7228,3444.4412,996488.0000
1663.,67.3327,3430.6477,996502.1250
1664.,66.9449,3416.9104,996516.2500
1665.,66.5593,3403.2256,996530.1250
1666.,66.1759,3389.5972,996544.2500
1667.,65.7948,3376.0200,996558.1250
1668.,65.4159,3362.4973,996571.8125
1669.,65.0391,3349.0295,996585.9375
1670.,64.6645,3335.6138,996599.8125
1671.,64.2920,3322.2524,996613.4375
1672.,63.9218,3308.9421,996627.1250
1673.,63.5536,3295.6846,996641.0000
1674.,63.1876,3282.4817,996654.3750
1675.,62.8236,3269.3286,996667.7500
1676.,62.4618,3256.2300,996681.3750
1677.,62.1020,3243.1812,996694.8125
1678.,61.7444,3230.1838,996708.1875
1679.,61.3887,3217.2397,996721.3125
1680.,61.0352,3204.3455,996734.5000
1681.,60.6836,3191.5037,996747.8750
1682.,60.3341,3178.7112,996761.0000
1683.,59.9866,3165.9695,996773.8750
1684.,59.6411,3153.2795,996787.0625
1685.,59.2976,3140.6384,996800.1875
1686.,58.9561,3128.0491,996813.0625
1687.,58.6165,3115.5081,996825.7500
1688.,58.2789,3103.0181,996838.8750
1689.,57.9433,3090.5759,996851.5000
1690.,57.6095,3078.1833,996864.1875
1691.,57.2777,3065.8413,996876.8125
1692.,56.9478,3053.5466,996889.5000
1693.,56.6198,3041.3025,996902.1250
1694.,56.2937,3029.1050,996914.5000
1695.,55.9695,3016.9561,996926.9375
1696.,55.6471,3004.8567,996939.5625
1697.,55.3266,2992.8037,996951.9375
1698.,55.0079,2980.8003,996964.3750
1699.,54.6912,2968.8425,996976.5000
1700.,54.3762,2956.9326,996988.6875
1701.,54.0630,2945.0710,997000.8125
1702.,53.7516,2933.2551,997013.1875
1703.,53.4420,2921.4880,997025.1250
1704.,53.1342,2909.7654,997037.0000
1705.,52.8282,2898.0911,997048.9375
1706.,52.5239,2886.4617,997061.0625
1707.,52.2214,2874.8782,997072.7500
1708.,51.9206,2863.3425,997084.6250
1709.,51.6215,2851.8508,997096.5625
1710.,51.3243,2840.4060,997108.1875
1711.,51.0286,2829.0056,997119.8750
1712.,50.7347,2817.6501,997131.5000
1713.,50.4425,2806.3413,997143.1875
1714.,50.1520,2795.0762,997154.5625
1715.,49.8632,2783.8564,997166.5000
1716.,49.5760,2772.6802,997177.6250
1717.,49.2904,2761.5486,997189.3125
1718.,49.0065,2750.4624,997200.4375
1719.,48.7243,2739.4189,997211.8750
1720.,48.4437,2728.4204,997223.5000
1721.,48.1646,2717.4644,997234.6875
1722.,47.8872,2706.5532,997245.5625
1723.,47.6114,2695.6838,997256.7500
1724.,47.3372,2684.8579,997267.8750
1725.,47.0645,2674.0764,997279.0625
1726.,46.7935,2663.3359,997290.0000
1727.,46.5240,2652.6396,997300.8750
1728.,46.2560,2641.9849,997311.8125
1729.,45.9896,2631.3721,997322.6875
1730.,45.7247,2620.8030,997333.3750
1731.,45.4614,2610.2742,997344.3125
1732.,45.1995,2599.7888,997354.9375
1733.,44.9392,2589.3438,997365.6250
1734.,44.6803,2578.9402,997376.5000
1735.,44.4230,2568.5796,997386.9375
1736.,44.1672,2558.2583,997397.6250
1737.,43.9128,2547.9795,997408.2500
1738.,43.6599,2537.7405,997418.6875
1739.,43.4084,2527.5435,997428.8750
1740.,43.1584,2517.3857,997439.5000
1741.,42.9098,2507.2681,997449.9375
1742.,42.6627,2497.1921,997460.1250
1743.,42.4169,2487.1548,997470.5000
1744.,42.1726,2477.1589,997480.6875
1745.,41.9297,2467.2014,997490.6250
1746.,41.6882,2457.2837,997501.0000
1747.,41.4482,2447.4060,997511.1875
1748.,41.2094,2437.5671,997521.1250
1749.,40.9721,2427.7683,997531.2500
1750.,40.7361,2418.0073,997541.1875
1751.,40.5014,2408.2852,997551.3750
1752.,40.2682,2398.6028,997561.2500
1753.,40.0363,2388.9578,997571.1875
1754.,39.8057,2379.3523,997580.8750
1755.,39.5764,2369.7839,997590.5625
1756.,39.3484,2360.2537,997600.4375
1757.,39.1218,2350.7625,997609.8750
1758.,38.8965,2341.3079,997619.8125
1759.,38.6725,2331.8921,997629.5000
1760.,38.4497,2322.5125,997639.1250
1761.,38.2283,2313.1716,997648.3125
1762.,38.0081,2303.8667,997658.2500
1763.,37.7892,2294.5986,997667.6875
1764.,37.5716,2285.3689,997677.0625
1765.,37.3552,2276.1746,997686.5000
1766.,37.1400,2267.0183,997695.6875
1767.,36.9261,2257.8970,997705.3750
1768.,36.7134,2248.8120,997714.3125
1769.,36.5020,2239.7644,997723.6875
1770.,36.2917,2230.7520,997732.8750
1771.,36.0827,2221.7764,997742.3125
1772.,35.8749,2212.8352,997751.5000
1773.,35.6682,2203.9302,997760.1875
1774.,35.4628,2195.0613,997769.5625
1775.,35.2586,2186.2268,997778.7500
1776.,35.0555,2177.4285,997787.4375
1777.,34.8536,2168.6646,997796.6250
1778.,34.6528,2159.9363,997805.3125
1779.,34.4533,2151.2415,997814.2500
1780.,34.2548,2142.5818,997823.3750
1781.,34.0575,2133.9573,997832.0625
1782.,33.8614,2125.3665,997840.7500
1783.,33.6663,2116.8108,997849.4375
1784.,33.4725,2108.2881,997858.3750
1785.,33.2797,2099.7996,997866.8125
1786.,33.0880,2091.3457,997875.5000
1787.,32.8974,2082.9246,997884.4375
1788.,32.7079,2074.5381,997892.8125
1789.,32.5195,2066.1841,997901.2500
1790.,32.3323,2057.8630,997909.6875
1791.,32.1460,2049.5767,997918.3750
1792.,31.9609,2041.3221,997926.8125
1793.,31.7768,2033.1016,997935.0000
1794.,31.5938,2024.9127,997943.4375
1795.,31.4118,2016.7576,997952.1250
1796.,31.2309,2008.6340,997960.3125
1797.,31.0510,2000.5427,997968.2500
1798.,30.8722,1992.4847,997976.6875
1799.,30.6944,1984.4581,997984.8750
1800.,30.5176,1976.4644,997993.2500
1801.,30.3418,1968.5015,998001.1875
1802.,30.1671,1960.5703,998009.3750
1803.,29.9933,1952.6719,998017.3125
1804.,29.8205,1944.8041,998025.2500
1805.,29.6488,1936.9686,998033.4375
1806.,29.4780,1929.1632,998041.3750
1807.,29.3083,1921.3892,998049.3125
1808.,29.1395,1913.6472,998057.2500
1809.,28.9716,1905.9351,998065.1875
1810.,28.8047,1898.2548,998072.8750
1811.,28.6389,1890.6040,998080.5625
1812.,28.4739,1882.9839,998088.5000
1813.,28.3099,1875.3950,998096.1875
1814.,28.1469,1867.8359,998104.1250
1815.,27.9847,1860.3076,998111.5625
1816.,27.8236,1852.8085,998119.5000
1817.,27.6633,1845.3402,998126.9375
1818.,27.5040,1837.9008,998134.6250
1819.,27.3456,1830.4915,998142.3125
1820.,27.1881,1823.1122,998149.7500
1821.,27.0315,1815.7617,998157.4375
1822.,26.8758,1808.4413,998164.6250
1823.,26.7210,1801.1494,998172.0625
1824.,26.5671,1793.8866,998179.5000
1825.,26.4141,1786.6539,998186.9375
1826.,26.2619,1779.4489,998194.3750
1827.,26.1107,1772.2736,998201.5625
1828.,25.9603,1765.1262,998209.0625
1829.,25.8108,1758.0074,998216.2500
1830.,25.6621,1750.9180,998223.4375
1831.,25.5143,1743.8557,998230.6250
1832.,25.3674,1736.8229,998237.8125
1833.,25.2213,1729.8171,998245.0000
1834.,25.0760,1722.8406,998252.1875
1835.,24.9316,1715.8906,998259.1250
1836.,24.7880,1708.9685,998266.3125
1837.,24.6452,1702.0751,998273.2500
1838.,24.5033,1695.2083,998280.1875
1839.,24.3621,1688.3696,998287.3750
1840.,24.2218,1681.5579,998294.0625
1841.,24.0823,1674.7731,998301.3125
1842.,23.9436,1668.0165,998308.2500
1843.,23.8057,1661.2856,998314.9375
1844.,23.6686,1654.5830,998321.8750
1845.,23.5323,1647.9060,998328.5625
1846.,23.3967,1641.2559,998335.2500
1847.,23.2620,1634.6333,998341.9375
1848.,23.1280,1628.0363,998348.8750
1849.,22.9948,1621.4664,998355.6250
1850.,22.8624,1614.9220,998362.3125
1851.,22.7307,1608.4047,998369.0000
1852.,22.5997,1601.9127,998375.4375
1853.,22.4696,1595.4465,998382.1250
1854.,22.3402,1589.0070,998388.5625
1855.,22.2115,1582.5925,998395.2500
1856.,22.0836,1576.2046,998401.7500
1857.,21.9564,1569.8414,998408.1875
1858.,21.8299,1563.5037,998414.6250
1859.,21.7042,1557.1920,998421.0625
1860.,21.5792,1550.9049,998427.7500
1861.,21.4549,1544.6438,998433.9375
1862.,21.3313,1538.4069,998440.4375
1863.,21.2085,1532.1951,998446.8750
1864.,21.0863,1526.0085,998453.0625
1865.,20.9649,1519.8463,998459.5000
1866.,20.8441,1513.7096,998465.4375
1867.,20.7241,1507.5967,998471.8750
1868.,20.6047,1501.5088,998478.1250
1869.,20.4860,1495.4447,998484.3125
1870.,20.3680,1489.4047,998490.2500
1871.,20.2507,1483.3898,998496.4375
1872.,20.1341,1477.3982,998502.3750
1873.,20.0181,1471.4314,998508.6250
1874.,19.9028,1465.4878,998514.5625
1875.,19.7882,1459.5677,998520.7500
1876.,19.6742,1453.6724,998526.6875
1877.,19.5609,1447.7999,998532.6875
1878.,19.4482,1441.9515,998538.6250
1879.,19.3362,1436.1260,998544.5625
1880.,19.2249,1430.3237,998550.5000
1881.,19.1141,1424.5455,998556.4375
1882.,19.0041,1418.7898,998562.1875
1883.,18.8946,1413.0577,998568.1250
1884.,18.7858,1407.3479,998573.8125
1885.,18.6776,1401.6610,998579.7500
1886.,18.5700,1395.9976,998585.5000
1887.,18.4630,1390.3562,998591.1875
1888.,18.3567,1384.7380,998596.8750
1889.,18.2510,1379.1418,998602.5625
1890.,18.1459,1373.5687,998608.3125
1891.,18.0414,1368.0172,998614.0000
1892.,17.9374,1362.4879,998619.6875
1893.,17.8341,1356.9816,998625.1875
1894.,17.7314,1351.4967,998630.6250
1895.,17.6293,1346.0344,998636.3125
1896.,17.5278,1340.5933,998642.0000
1897.,17.4268,1335.1740,998647.2500
1898.,17.3264,1329.7772,998652.9375
1899.,17.2266,1324.4014,998658.3750
1900.,17.1274,1319.0477,998663.8750
1901.,17.0288,1313.7147,998669.3125
1902.,16.9307,1308.4033,998674.7500
1903.,16.8332,1303.1138,998679.9375
1904.,16.7362,1297.8450,998685.4375
1905.,16.6398,1292.5978,998690.8750
1906.,16.5440,1287.3710,998696.0625
1907.,16.4487,1282.1659,998701.5625
1908.,16.3540,1276.9811,998706.7500
1909.,16.2598,1271.8169,998711.9375
1910.,16.1661,1266.6742,998717.1875
1911.,16.0730,1261.5516,998722.3750
1912.,15.9804,1256.4500,998727.5625
1913.,15.8884,1251.3683,998732.8125
1914.,15.7969,1246.3070,998738.0000
1915.,15.7059,1241.2666,998743.1875
1916.,15.6154,1236.2460,998748.1875
1917.,15.5255,1231.2460,998753.1250
1918.,15.4361,1226.2654,998758.3125
1919.,15.3472,1221.3049,998763.0625
1920.,15.2588,1216.3649,998768.2500
1921.,15.1709,1211.4442,998773.4375
1922.,15.0835,1206.5437,998778.4375
1923.,14.9967,1201.6624,998783.3750
1924.,14.9103,1196.8013,998788.3125
1925.,14.8244,1191.9590,998793.5625
1926.,14.7390,1187.1362,998798.0000
1927.,14.6541,1182.3334,998803.1875
1928.,14.5697,1177.5492,998807.9375
1929.,14.4858,1172.7849,998812.6250
1930.,14.4024,1168.0392,998817.3750
1931.,14.3194,1163.3124,998822.3125
1932.,14.2369,1158.6053,998827.2500
1933.,14.1549,1153.9165,998831.7500
1934.,14.0734,1149.2471,998836.6875
1935.,13.9924,1144.5958,998841.4375
1936.,13.9118,1139.9633,998846.1250
1937.,13.8317,1135.3499,998850.8125
1938.,13.7520,1130.7545,998855.5625
1939.,13.6728,1126.1781,998860.2500
1940.,13.5940,1121.6201,998864.7500
1941.,13.5157,1117.0795,998869.4375
1942.,13.4379,1112.5581,998873.8750
1943.,13.3605,1108.0547,998878.6250
1944.,13.2836,1103.5685,998883.0625
1945.,13.2070,1099.1013,998887.8125
1946.,13.1310,1094.6521,998892.0000
1947.,13.0553,1090.2197,998896.9375
1948.,12.9801,1085.8063,998901.1875
1949.,12.9054,1081.4105,998905.6250
1950.,12.8311,1077.0323,998910.1250
1951.,12.7572,1072.6708,998914.5625
1952.,12.6837,1068.3280,998919.0000
1953.,12.6106,1064.0024,998923.2500
1954.,12.5380,1059.6932,998927.6875
1955.,12.4658,1055.4025,998932.1875
1956.,12.3940,1051.1289,998936.3750
1957.,12.3226,1046.8727,998940.8750
1958.,12.2516,1042.6323,998945.3125
1959.,12.1811,1038.4102,998949.5625
1960.,12.1109,1034.2050,998953.5000
1961.,12.0412,1030.0156,998957.9375
1962.,11.9718,1025.8442,998962.4375
1963.,11.9029,1021.6895,998966.3750
1964.,11.8343,1017.5506,998970.8750
1965.,11.7661,1013.4292,998974.8125
1966.,11.6984,1009.3244,998979.0625
1967.,11.6310,1005.2362,998983.0000
1968.,11.5640,1001.1634,998987.5000
1969.,11.4974,997.1080,998991.4375
1970.,11.4312,993.0689,998995.4375
1971.,11.3653,989.0451,998999.6250
1972.,11.2999,985.0385,999003.8125
1973.,11.2348,981.0479,999007.8125
1974.,11.1701,977.0734,999011.5625
1975.,11.1057,973.1139,999015.7500
1976.,11.0418,969.1714,999019.6875
1977.,10.9782,965.2446,999023.9375
1978.,10.9150,961.3329,999027.8750
